task_id,task_name,category,priority,task_duration_days,days_until_deadline,percent_complete,expected_percent_complete,num_dependencies,num_dependencies_incomplete,resource_availability_pct,team_workload_score,past_delays_count,progress_gap,risk_score_raw,risk_label
T0678,Documentation task 678,Documentation,Medium,2,18,55.3,0.0,5,2,53.8,4.9,0,-55.3,0.20609811430514924,Medium
T0679,Documentation task 679,Documentation,Medium,8,14,77.0,0.0,0,0,57.8,7.7,0,-77.0,0.1758186183804793,Low
T0680,Development task 680,Development,Medium,14,0,17.6,100.0,0,0,92.5,6.9,1,82.4,0.44746511878531037,High
T0681,Documentation task 681,Documentation,Medium,11,6,22.2,45.5,3,1,89.5,8.3,1,23.3,0.2498069437847284,Medium
T0682,Documentation task 682,Documentation,Medium,2,4,4.1,0.0,5,5,55.9,0.2,1,-4.1,0.3165570295511134,Medium
T0683,Testing task 683,Testing,High,14,2,55.8,85.7,2,2,55.3,5.6,0,29.900000000000006,0.3138130482199982,Medium
T0684,Research task 684,Research,High,14,17,27.0,0.0,4,0,57.1,6.7,2,-27.0,0.18789757538285917,Low
T0685,Presentation task 685,Presentation,Medium,3,12,45.4,0.0,5,4,84.7,1.2,0,-45.4,0.15083835973912255,Low
T0686,Development task 686,Development,Medium,12,2,71.5,83.3,5,2,50.0,3.4,2,11.799999999999997,0.3182395743363243,Medium
T0687,Documentation task 687,Documentation,High,6,12,39.0,0.0,3,0,77.1,2.9,0,-39.0,0.005135360174049572,Low
T0688,Presentation task 688,Presentation,Low,9,7,60.8,22.2,4,4,84.9,5.1,0,-38.599999999999994,0.23416073293781978,Medium
T0689,Development task 689,Development,High,7,-1,47.5,100.0,3,0,68.2,9.1,0,52.5,0.4228320133005122,High
T0690,Testing task 690,Testing,Low,11,8,71.8,27.3,4,1,90.2,10.0,0,-44.5,0.25820368051852294,Medium
T0691,Research task 691,Research,Medium,14,2,66.9,85.7,3,0,63.9,3.0,1,18.799999999999997,0.22822591500643785,Medium
T0692,Presentation task 692,Presentation,High,12,3,37.7,75.0,3,1,65.7,6.3,0,37.3,0.28732558945655695,Medium
T0693,Research task 693,Research,Medium,14,18,50.8,0.0,2,1,50.5,6.4,2,-50.8,0.245876164063967,Medium
T0694,Testing task 694,Testing,Low,14,14,81.1,0.0,3,1,90.3,6.0,0,-81.1,0.19885256763303455,Low
T0695,Development task 695,Development,High,2,1,64.8,50.0,4,0,54.7,6.0,0,-14.799999999999997,0.1379112567038466,Low
T0696,Research task 696,Research,Medium,4,17,20.1,0.0,5,0,77.0,5.8,0,-20.1,0.11756778658138145,Low
T0697,Development task 697,Development,Medium,11,11,71.4,0.0,3,3,68.6,9.2,0,-71.4,0.33464397737368623,High
T0698,Presentation task 698,Presentation,Medium,9,18,27.9,0.0,0,0,48.9,7.8,0,-27.9,0.17436084700396176,Low
T0699,Design task 699,Design,Medium,1,15,90.3,0.0,3,3,57.8,2.3,0,-90.3,0.38258758913994584,High
T0700,Design task 700,Design,Medium,2,5,80.6,0.0,1,1,97.7,7.0,0,-80.6,0.18781342702762258,Low
T0701,Design task 701,Design,Low,8,10,62.2,0.0,0,0,74.0,7.2,0,-62.2,0.16948825796838987,Low
T0702,Research task 702,Research,Medium,9,10,58.9,0.0,0,0,49.8,5.8,2,-58.9,0.1573182773223691,Low
T0703,Design task 703,Design,High,3,14,49.8,0.0,3,2,76.1,7.8,1,-49.8,0.2959040662666369,Medium
T0704,Testing task 704,Testing,Low,3,3,72.0,0.0,5,3,67.1,5.5,0,-72.0,0.2953893798425968,Medium
T0705,Documentation task 705,Documentation,Medium,2,5,45.7,0.0,3,3,100.0,5.5,1,-45.7,0.2197684648293618,Medium
T0706,Documentation task 706,Documentation,Medium,8,3,60.9,62.5,2,1,75.7,5.3,0,1.6000000000000014,0.20548157590574,Medium
T0707,Documentation task 707,Documentation,High,1,4,76.8,0.0,0,0,62.4,0.0,0,-76.8,0.021636011505456333,Low
T0708,Documentation task 708,Documentation,Medium,9,1,41.0,88.9,4,2,98.4,4.8,0,47.900000000000006,0.30482980939750537,Medium
T0709,Development task 709,Development,High,7,-2,39.6,100.0,0,0,33.2,3.3,1,60.4,0.49960643829167695,High
T0710,Presentation task 710,Presentation,Low,7,19,25.1,0.0,5,1,71.9,2.0,0,-25.1,0.07778328603915093,Low
T0711,Design task 711,Design,Medium,10,-1,28.4,100.0,4,2,100.0,8.6,0,71.6,0.39891938357459655,High
T0712,Documentation task 712,Documentation,High,8,18,9.3,0.0,5,0,67.7,6.3,0,-9.3,0.23121780782468115,Medium
T0713,Research task 713,Research,High,11,-2,73.2,100.0,1,0,35.3,4.9,0,26.799999999999997,0.2942452338468697,Medium
T0714,Documentation task 714,Documentation,Medium,11,15,100.0,0.0,0,0,62.1,3.6,2,-100.0,0.1318646811459318,Low
T0715,Research task 715,Research,Medium,13,5,90.6,61.5,1,1,99.1,5.7,1,-29.099999999999994,0.28556199194138243,Medium
T0716,Design task 716,Design,Medium,12,9,14.3,25.0,4,4,77.5,7.5,0,10.7,0.336612895290618,High
T0717,Development task 717,Development,Low,8,4,73.1,50.0,1,0,53.2,2.9,0,-23.099999999999994,0.11553316988990683,Low
T0718,Documentation task 718,Documentation,High,7,9,90.6,0.0,5,0,56.3,5.0,0,-90.6,0.07914134777247334,Low
T0719,Research task 719,Research,High,4,8,43.6,0.0,0,0,58.8,7.2,2,-43.6,0.121391648351955,Low
T0720,Design task 720,Design,Medium,9,10,57.5,0.0,0,0,77.2,0.2,0,-57.5,0.02888068677019358,Low
T0721,Development task 721,Development,Low,2,7,4.8,0.0,1,0,96.8,4.9,1,-4.8,0.11310715537041141,Low
T0722,Documentation task 722,Documentation,Medium,14,10,61.7,28.6,4,3,91.0,3.9,0,-33.1,0.20727627041053862,Medium
T0723,Presentation task 723,Presentation,Low,12,16,28.4,0.0,3,1,79.1,4.7,3,-28.4,0.17778694597653924,Low
T0724,Testing task 724,Testing,Medium,2,7,60.0,0.0,2,0,43.4,3.7,0,-60.0,0.1414128899673471,Low
T0725,Testing task 725,Testing,Medium,12,6,16.0,50.0,3,0,43.4,5.3,0,34.0,0.1915395002336016,Low
T0726,Development task 726,Development,Low,2,1,68.6,50.0,3,3,80.7,9.8,1,-18.599999999999994,0.4056250177014406,High
T0727,Documentation task 727,Documentation,Medium,11,6,80.6,45.5,3,1,43.1,4.2,0,-35.099999999999994,0.2064202922385023,Medium
T0728,Research task 728,Research,High,2,0,35.4,100.0,3,3,65.5,5.7,0,64.6,0.6620330447091429,High
T0729,Research task 729,Research,Low,7,2,26.6,71.4,0,0,76.1,10.0,2,44.800000000000004,0.4063573156547857,High
T0730,Design task 730,Design,Medium,10,19,1.1,0.0,1,1,47.2,3.6,0,-1.1,0.18606653239269605,Low
T0731,Design task 731,Design,Medium,11,0,48.3,100.0,3,0,49.5,9.5,1,51.7,0.4633305099622257,High
T0732,Development task 732,Development,Low,6,9,40.5,0.0,0,0,68.1,5.0,0,-40.5,0.10646000999920817,Low
T0733,Presentation task 733,Presentation,Medium,13,17,16.2,0.0,2,2,80.1,9.5,0,-16.2,0.3274187267718532,Medium
T0734,Testing task 734,Testing,Medium,11,19,66.3,0.0,0,0,91.2,6.9,0,-66.3,0.1180446030862593,Low
T0735,Development task 735,Development,Low,3,1,43.8,66.7,4,2,82.1,5.8,0,22.900000000000006,0.2510026649473679,Medium
T0736,Design task 736,Design,Low,10,1,28.1,90.0,0,0,71.5,4.8,1,61.9,0.30627950225696565,Medium
T0737,Testing task 737,Testing,High,11,6,41.1,45.5,0,0,55.1,3.4,0,4.399999999999999,0.14689541013165078,Low
T0738,Design task 738,Design,Medium,5,10,81.8,0.0,3,2,48.6,5.2,1,-81.8,0.3409223937201286,High
T0739,Presentation task 739,Presentation,Medium,11,20,70.1,0.0,1,0,59.8,7.2,0,-70.1,0.17226739420258597,Low
T0740,Development task 740,Development,Medium,13,2,51.7,84.6,2,2,78.2,5.0,1,32.89999999999999,0.44351486769601034,High
T0741,Testing task 741,Testing,High,12,1,70.5,91.7,1,1,76.7,4.2,0,21.200000000000003,0.36279045771018004,High
T0742,Presentation task 742,Presentation,Medium,11,3,26.0,72.7,1,0,28.0,4.4,1,46.7,0.3874562589564001,High
T0743,Design task 743,Design,High,9,18,55.8,0.0,4,0,54.3,7.5,0,-55.8,0.14032542560692957,Low
T0744,Development task 744,Development,Medium,4,-2,58.7,100.0,4,4,94.1,8.1,0,41.3,0.5146654042522782,High
T0745,Testing task 745,Testing,Medium,12,6,43.3,50.0,1,1,71.6,3.3,0,6.700000000000003,0.27590364438002407,Medium
T0746,Design task 746,Design,Medium,6,0,65.9,100.0,4,2,41.7,3.3,0,34.099999999999994,0.4127945274799957,High
T0747,Research task 747,Research,Medium,8,1,35.5,87.5,4,2,100.0,5.9,1,52.0,0.44457893380809954,High
T0748,Design task 748,Design,Medium,5,19,67.7,0.0,3,0,69.4,8.8,1,-67.7,0.17143935458207538,Low
T0749,Research task 749,Research,Low,5,-2,68.8,100.0,3,0,77.7,7.9,1,31.200000000000003,0.3376989786793926,High
T0750,Documentation task 750,Documentation,Medium,3,5,0.0,0.0,5,5,78.0,1.9,0,0.0,0.22223030112164832,Medium
T0751,Research task 751,Research,Medium,14,19,84.8,0.0,2,1,62.6,4.3,0,-84.8,0.18469976653982687,Low
T0752,Design task 752,Design,Low,3,11,0.0,0.0,2,0,55.4,2.7,0,0.0,0.16579791580061792,Low
T0753,Presentation task 753,Presentation,Low,2,-1,39.6,100.0,3,2,100.0,4.3,2,60.4,0.35187464691642495,High
T0754,Testing task 754,Testing,High,14,8,80.6,42.9,5,0,90.1,9.0,0,-37.699999999999996,0.15137691522909189,Low
T0755,Documentation task 755,Documentation,Medium,8,20,47.1,0.0,4,0,86.4,1.4,1,-47.1,0.054091847881923935,Low
T0756,Documentation task 756,Documentation,High,7,7,18.3,0.0,0,0,81.5,1.0,1,-18.3,0.0,Low
T0757,Design task 757,Design,Medium,11,10,27.7,9.1,2,0,49.9,2.9,1,-18.6,0.16890502749603992,Low
T0758,Testing task 758,Testing,High,6,10,80.7,0.0,4,2,95.6,5.7,1,-80.7,0.15254165706942047,Low
T0759,Design task 759,Design,High,2,13,7.0,0.0,1,0,53.1,6.6,0,-7.0,0.15149836753234203,Low
T0760,Testing task 760,Testing,Low,11,2,83.2,81.8,5,1,75.7,6.1,1,-1.4000000000000057,0.3003890953877022,Medium
T0761,Documentation task 761,Documentation,High,3,17,53.6,0.0,4,1,37.2,7.9,0,-53.6,0.3031986824769528,Medium
T0762,Presentation task 762,Presentation,Low,8,20,25.2,0.0,5,2,29.2,0.6,0,-25.2,0.2105910136239225,Medium
T0763,Presentation task 763,Presentation,Medium,14,1,40.4,92.9,0,0,76.4,8.0,0,52.50000000000001,0.3981888467322202,High
T0764,Research task 764,Research,High,14,16,29.6,0.0,3,2,53.8,4.2,2,-29.6,0.2573993322110662,Medium
T0765,Design task 765,Design,Medium,6,16,76.7,0.0,3,2,30.2,6.8,2,-76.7,0.44000219660183837,High
T0766,Testing task 766,Testing,Medium,11,15,73.3,0.0,3,3,80.8,1.7,0,-73.3,0.24440838157201197,Medium
T0767,Design task 767,Design,Medium,9,6,12.0,33.3,5,4,100.0,5.0,0,21.299999999999997,0.24540583763507068,Medium
T0768,Testing task 768,Testing,Low,7,8,44.9,0.0,2,0,97.8,5.6,0,-44.9,0.017294886089117292,Low
T0769,Presentation task 769,Presentation,Low,2,17,33.4,0.0,3,3,64.9,7.9,0,-33.4,0.3494919000994635,High
T0770,Design task 770,Design,Low,6,1,87.3,83.3,4,2,70.2,1.0,1,-4.0,0.19357321017274443,Low
T0771,Presentation task 771,Presentation,Low,10,17,21.2,0.0,4,0,87.8,5.1,0,-21.2,0.023353091652691615,Low
T0772,Presentation task 772,Presentation,Medium,14,19,95.1,0.0,4,1,92.4,2.3,1,-95.1,0.12399597495224576,Low
T0773,Presentation task 773,Presentation,Medium,1,13,54.2,0.0,2,2,63.1,6.3,0,-54.2,0.26973197531775733,Medium
T0774,Research task 774,Research,Medium,11,5,26.0,54.5,5,4,70.7,6.9,2,28.5,0.4403999129430401,High
T0775,Design task 775,Design,Medium,12,10,38.1,16.7,0,0,76.0,8.2,2,-21.400000000000002,0.21442034406237864,Medium
T0776,Research task 776,Research,Low,14,-1,35.0,100.0,2,1,81.1,3.7,0,65.0,0.40760346558947463,High
T0777,Research task 777,Research,Low,6,19,23.1,0.0,3,0,67.3,7.3,2,-23.1,0.22352557155454358,Medium
T0778,Research task 778,Research,High,2,5,57.4,0.0,0,0,67.6,8.4,2,-57.4,0.18303807920158838,Low
T0779,Development task 779,Development,High,4,-1,24.3,100.0,2,0,97.6,0.9,1,75.7,0.33707257300761806,High
T0780,Research task 780,Research,Medium,12,16,0.5,0.0,3,0,94.2,6.5,2,-0.5,0.11291976300226442,Low
T0781,Design task 781,Design,Low,13,13,45.5,0.0,3,2,79.5,7.4,0,-45.5,0.29829872139031355,Medium
T0782,Presentation task 782,Presentation,High,9,12,9.9,0.0,0,0,100.0,4.4,0,-9.9,0.05197138059728198,Low
T0783,Presentation task 783,Presentation,High,2,-1,36.2,100.0,1,1,62.3,2.0,1,63.8,0.5551388256948793,High
T0784,Presentation task 784,Presentation,Medium,2,15,32.3,0.0,1,0,100.0,7.4,1,-32.3,0.21684091017600968,Medium
T0785,Research task 785,Research,Low,7,12,33.2,0.0,3,2,80.9,2.0,0,-33.2,0.12171404315727755,Low
T0786,Testing task 786,Testing,Low,9,16,100.0,0.0,1,1,100.0,4.6,1,-100.0,0.039616900931819965,Low
T0787,Testing task 787,Testing,Medium,1,17,56.4,0.0,3,3,46.2,4.9,0,-56.4,0.35642547716356365,High
T0788,Research task 788,Research,High,10,2,61.1,80.0,4,0,56.2,6.8,0,18.9,0.24675140513199287,Medium
T0789,Presentation task 789,Presentation,Medium,8,2,10.6,75.0,4,2,78.4,3.4,0,64.4,0.37549067934340036,High
T0790,Development task 790,Development,Medium,1,19,38.7,0.0,1,1,77.9,3.3,0,-38.7,0.15321409469235156,Low
T0791,Presentation task 791,Presentation,Medium,2,10,60.4,0.0,5,4,100.0,5.2,0,-60.4,0.19059264226503186,Low
T0792,Research task 792,Research,High,7,8,29.4,0.0,0,0,56.6,7.5,1,-29.4,0.25912632120135365,Medium
T0793,Testing task 793,Testing,Medium,11,4,77.7,63.6,0,0,88.1,10.0,0,-14.100000000000001,0.18584556196587573,Low
T0794,Research task 794,Research,High,12,12,24.9,0.0,0,0,93.2,1.2,0,-24.9,0.09237993150540677,Low
T0795,Presentation task 795,Presentation,Medium,7,15,47.8,0.0,1,0,84.1,5.8,0,-47.8,0.13556100596392479,Low
T0796,Testing task 796,Testing,Medium,5,-2,40.3,100.0,5,2,50.8,2.3,1,59.7,0.455121797135809,High
T0797,Research task 797,Research,Medium,14,10,59.1,28.6,1,1,98.2,7.5,0,-30.5,0.19568213983953714,Low
T0798,Design task 798,Design,Medium,7,20,39.0,0.0,4,0,94.6,2.7,1,-39.0,0.09334710420414673,Low
T0799,Development task 799,Development,High,5,4,48.2,20.0,2,1,82.0,3.3,3,-28.200000000000003,0.24418794813330208,Medium
T0800,Research task 800,Research,Medium,7,4,49.1,42.9,0,0,74.1,3.5,1,-6.200000000000003,0.1678563009517101,Low
T0801,Research task 801,Research,Medium,1,18,36.6,0.0,2,0,74.5,4.8,3,-36.6,0.14717307443121286,Low
T0802,Presentation task 802,Presentation,Medium,5,-1,67.1,100.0,0,0,68.4,5.8,1,32.900000000000006,0.33497695948689027,High
T0803,Presentation task 803,Presentation,Medium,8,7,61.0,12.5,2,2,82.8,6.2,1,-48.5,0.2980020204627663,Medium
T0804,Testing task 804,Testing,Medium,13,8,52.8,38.5,3,0,70.6,5.0,1,-14.299999999999997,0.11656841536982357,Low
T0805,Presentation task 805,Presentation,Medium,11,16,44.2,0.0,3,0,53.0,1.7,0,-44.2,0.03925299830986164,Low
T0806,Testing task 806,Testing,Medium,11,0,74.9,100.0,1,0,49.0,6.8,0,25.099999999999994,0.2760364466648938,Medium
T0807,Research task 807,Research,Medium,8,7,49.1,12.5,4,1,55.0,4.9,0,-36.6,0.16894822787260072,Low
T0808,Documentation task 808,Documentation,Medium,2,1,47.3,50.0,3,1,74.4,7.9,1,2.700000000000003,0.3061270236276817,Medium
T0809,Research task 809,Research,Low,6,16,57.6,0.0,1,0,69.5,3.2,1,-57.6,0.17336554144527178,Low
T0810,Documentation task 810,Documentation,Medium,14,12,97.4,14.3,2,1,74.3,1.0,2,-83.10000000000001,0.08574763956326896,Low
T0811,Development task 811,Development,Medium,1,9,21.5,0.0,0,0,80.0,4.9,0,-21.5,0.07363274930350087,Low
T0812,Research task 812,Research,Medium,13,7,74.2,46.2,5,3,57.5,8.2,0,-28.0,0.2688568751468374,Medium
T0813,Design task 813,Design,Medium,10,1,7.7,90.0,4,2,99.3,5.4,0,82.3,0.5298358516153322,High
T0814,Documentation task 814,Documentation,High,4,19,60.4,0.0,1,1,64.6,4.5,0,-60.4,0.194194473230575,Low
T0815,Presentation task 815,Presentation,High,11,12,94.4,0.0,4,2,61.3,2.8,0,-94.4,0.1585633832526264,Low
T0816,Testing task 816,Testing,Medium,12,5,67.2,58.3,4,2,79.6,9.4,0,-8.900000000000006,0.18100037114248885,Low
T0817,Research task 817,Research,Medium,1,7,59.3,0.0,3,2,33.3,2.4,0,-59.3,0.260220365798663,Medium
T0818,Presentation task 818,Presentation,Medium,2,14,41.0,0.0,0,0,54.2,3.2,0,-41.0,0.10863004627017227,Low
T0819,Documentation task 819,Documentation,Medium,10,14,55.8,0.0,5,1,89.6,6.4,1,-55.8,0.12889774825102018,Low
T0820,Development task 820,Development,Medium,14,8,48.7,42.9,5,4,35.3,0.4,0,-5.800000000000004,0.22340767210922852,Medium
T0821,Testing task 821,Testing,Medium,1,4,35.4,0.0,5,5,92.4,8.2,1,-35.4,0.38408310842989646,High
T0822,Presentation task 822,Presentation,High,10,13,47.8,0.0,5,1,100.0,6.6,0,-47.8,0.08208898791734118,Low
T0823,Development task 823,Development,Low,2,13,60.0,0.0,5,1,62.6,7.2,0,-60.0,0.15535035177815354,Low
T0824,Research task 824,Research,Medium,10,11,35.8,0.0,4,1,75.8,6.4,0,-35.8,0.23491262237328106,Medium
T0825,Research task 825,Research,Low,9,-1,34.8,100.0,0,0,92.4,4.6,1,65.2,0.3890554080676095,High
T0826,Testing task 826,Testing,Medium,2,8,21.0,0.0,2,0,60.7,2.3,0,-21.0,0.12693770483559588,Low
T0827,Presentation task 827,Presentation,Medium,10,12,64.8,0.0,1,1,87.4,4.6,1,-64.8,0.22465426216695097,Medium
T0828,Documentation task 828,Documentation,Medium,13,19,68.6,0.0,1,1,56.6,2.6,0,-68.6,0.20233327238530258,Medium
T0829,Testing task 829,Testing,Medium,13,10,60.8,23.1,4,2,60.4,6.2,0,-37.699999999999996,0.21498504404257218,Medium
T0830,Design task 830,Design,High,1,5,79.1,0.0,4,0,54.0,7.0,0,-79.1,0.21557790112419092,Medium
T0831,Development task 831,Development,High,4,10,57.2,0.0,3,1,76.9,8.7,1,-57.2,0.2899334950572244,Medium
T0832,Research task 832,Research,Medium,4,2,64.8,50.0,4,3,93.2,5.9,1,-14.799999999999997,0.3195760840174715,Medium
T0833,Development task 833,Development,High,7,0,62.6,100.0,0,0,66.3,7.3,0,37.4,0.2816764183176158,Medium
T0834,Testing task 834,Testing,Medium,3,13,52.7,0.0,1,0,44.6,4.3,1,-52.7,0.22951221755888312,Medium
T0835,Presentation task 835,Presentation,High,12,20,41.7,0.0,5,3,48.3,3.8,1,-41.7,0.2333199039567844,Medium
T0836,Presentation task 836,Presentation,Low,11,17,100.0,0.0,2,2,77.9,6.2,0,-100.0,0.22173185645609156,Medium
T0837,Documentation task 837,Documentation,Low,12,11,43.7,8.3,3,1,100.0,4.0,0,-35.400000000000006,0.10153361516157633,Low
T0838,Research task 838,Research,Medium,3,-2,38.4,100.0,2,1,77.9,5.7,0,61.6,0.5124730884291033,High
T0839,Documentation task 839,Documentation,Low,1,20,65.9,0.0,1,0,62.3,2.3,1,-65.9,0.1347398758680698,Low
T0840,Design task 840,Design,Medium,13,8,61.3,38.5,4,0,85.3,2.8,1,-22.799999999999997,0.06794734607395327,Low
T0841,Testing task 841,Testing,Low,5,4,19.9,20.0,4,1,65.2,6.6,1,0.10000000000000142,0.2600999600105654,Medium
T0842,Presentation task 842,Presentation,Medium,10,18,83.1,0.0,4,2,62.4,7.2,2,-83.1,0.28472636237130505,Medium
T0843,Presentation task 843,Presentation,Low,13,15,52.6,0.0,2,0,50.8,2.5,2,-52.6,0.1159847600563646,Low
T0844,Testing task 844,Testing,Low,1,15,27.2,0.0,3,3,98.2,6.7,1,-27.2,0.23446490251874202,Medium
T0845,Design task 845,Design,High,1,4,84.7,0.0,5,3,19.2,3.7,1,-84.7,0.32387840888774766,Medium
T0846,Testing task 846,Testing,Medium,1,20,70.6,0.0,3,0,86.0,5.0,1,-70.6,0.10854077987588658,Low
T0847,Documentation task 847,Documentation,High,3,8,23.4,0.0,2,2,60.7,8.5,1,-23.4,0.26767474232931815,Medium
T0848,Testing task 848,Testing,Medium,1,10,99.4,0.0,1,1,61.8,7.0,1,-99.4,0.32132474132014177,Medium
T0849,Development task 849,Development,Low,12,15,71.5,0.0,3,0,100.0,7.0,1,-71.5,0.09765291523544564,Low
T0850,Development task 850,Development,Medium,9,13,54.7,0.0,2,0,55.7,9.8,0,-54.7,0.29305598239943975,Medium
T0851,Testing task 851,Testing,Medium,14,1,94.8,92.9,3,1,56.4,3.2,0,-1.8999999999999915,0.13325050074226447,Low
T0852,Research task 852,Research,Low,12,4,59.0,66.7,0,0,67.4,2.5,1,7.700000000000003,0.13098123684716612,Low
T0853,Presentation task 853,Presentation,High,14,6,54.3,57.1,1,1,78.3,3.2,1,2.8000000000000043,0.1720177824447053,Low
T0854,Research task 854,Research,Medium,4,19,38.5,0.0,4,3,61.2,4.4,1,-38.5,0.21209554064779976,Medium
T0855,Presentation task 855,Presentation,Medium,5,14,69.5,0.0,2,1,38.5,0.0,0,-69.5,0.1345771308287478,Low
T0856,Research task 856,Research,Medium,12,6,66.9,50.0,2,1,52.7,4.5,0,-16.900000000000006,0.29364504711851575,Medium
T0857,Testing task 857,Testing,Medium,4,14,55.4,0.0,3,0,95.6,3.6,0,-55.4,0.06776850850397519,Low
T0858,Development task 858,Development,Low,1,14,35.3,0.0,2,1,71.5,7.0,0,-35.3,0.1748312647267952,Low
T0859,Testing task 859,Testing,High,10,7,58.2,30.0,4,4,79.0,5.9,0,-28.200000000000003,0.18856857948312977,Low
T0860,Development task 860,Development,Medium,12,7,53.3,41.7,1,1,64.8,3.5,0,-11.599999999999994,0.11923187268261566,Low
T0861,Presentation task 861,Presentation,Low,14,18,21.7,0.0,4,2,56.8,6.5,1,-21.7,0.23214350946072998,Medium
T0862,Research task 862,Research,Low,13,10,18.2,23.1,1,0,100.0,6.8,1,4.900000000000002,0.10413226745973367,Low
T0863,Presentation task 863,Presentation,Medium,2,1,69.1,50.0,2,2,66.2,3.1,0,-19.099999999999994,0.259330798021609,Medium
T0864,Documentation task 864,Documentation,High,11,14,0.0,0.0,3,0,61.1,3.8,0,0.0,0.0017408099782074138,Low
T0865,Documentation task 865,Documentation,High,12,11,60.1,8.3,5,1,91.9,0.0,0,-51.8,0.04089925358100665,Low
T0866,Research task 866,Research,Medium,10,9,43.0,10.0,1,0,55.6,2.3,0,-33.0,0.15248648875735538,Low
T0867,Research task 867,Research,High,12,14,87.7,0.0,3,3,58.1,3.1,2,-87.7,0.3738253957015431,High
T0868,Development task 868,Development,Medium,12,18,42.7,0.0,0,0,70.2,5.2,0,-42.7,0.027977692604143026,Low
T0869,Design task 869,Design,Medium,7,5,71.5,28.6,0,0,70.0,2.6,0,-42.9,0.04393036203804222,Low
T0870,Documentation task 870,Documentation,Medium,1,7,45.1,0.0,4,2,75.2,3.7,1,-45.1,0.14665497361793992,Low
T0871,Presentation task 871,Presentation,Low,7,2,57.8,71.4,4,4,100.0,1.9,0,13.600000000000009,0.27338607137628257,Medium
T0872,Development task 872,Development,Low,3,12,73.4,0.0,2,1,76.7,5.4,0,-73.4,0.12162804327284397,Low
T0873,Documentation task 873,Documentation,Medium,2,7,43.4,0.0,3,2,22.4,6.1,0,-43.4,0.39201316243633405,High
T0874,Research task 874,Research,Low,2,5,79.9,0.0,2,1,76.5,6.0,1,-79.9,0.2107594569176203,Medium
T0875,Documentation task 875,Documentation,High,10,14,30.2,0.0,1,0,70.8,5.0,0,-30.2,0.11264268553503942,Low
T0876,Research task 876,Research,High,8,7,62.4,12.5,2,1,70.9,1.1,2,-49.9,0.23978568668913885,Medium
T0877,Documentation task 877,Documentation,Medium,8,8,78.1,0.0,1,1,74.9,3.5,0,-78.1,0.1893476187958326,Low
T0878,Development task 878,Development,Medium,11,8,71.5,27.3,4,4,69.4,4.0,1,-44.2,0.3025818369916011,Medium
T0879,Development task 879,Development,Medium,8,3,100.0,62.5,2,1,68.9,4.0,0,-37.5,0.15577675300206417,Low
T0880,Design task 880,Design,Low,9,0,35.9,100.0,1,1,82.3,5.2,0,64.1,0.4103748967472808,High
T0881,Development task 881,Development,Medium,2,17,20.5,0.0,3,3,59.2,8.6,0,-20.5,0.3096819184247885,Medium
T0882,Presentation task 882,Presentation,Low,12,0,30.1,100.0,4,2,51.0,7.0,3,69.9,0.7124987919472413,High
T0883,Documentation task 883,Documentation,Medium,7,5,71.5,28.6,1,0,100.0,2.5,1,-42.9,0.08581771408101446,Low
T0884,Development task 884,Development,Low,3,13,67.4,0.0,5,0,55.7,6.7,1,-67.4,0.19734340852221915,Low
T0885,Design task 885,Design,Low,12,1,57.6,91.7,2,0,72.0,6.6,0,34.1,0.25153133049074,Medium
T0886,Testing task 886,Testing,Low,11,13,26.9,0.0,3,3,40.1,3.0,0,-26.9,0.3304125400491923,Medium
T0887,Documentation task 887,Documentation,High,1,14,74.2,0.0,5,0,72.3,7.1,0,-74.2,0.08016533628431044,Low
T0888,Design task 888,Design,Low,3,13,24.4,0.0,2,1,51.3,4.6,0,-24.4,0.1303638441825476,Low
T0889,Documentation task 889,Documentation,Medium,1,5,84.0,0.0,1,1,61.2,1.5,0,-84.0,0.1527556438559177,Low
T0890,Presentation task 890,Presentation,Medium,4,-2,100.0,100.0,4,1,90.9,6.1,1,0.0,0.3295412122647391,Medium
T0891,Presentation task 891,Presentation,Medium,2,18,64.2,0.0,0,0,79.4,5.5,0,-64.2,0.2082947116196306,Medium
T0892,Testing task 892,Testing,Medium,10,5,69.6,50.0,2,2,81.4,4.4,0,-19.599999999999994,0.2046714869208061,Medium
T0893,Design task 893,Design,Low,8,16,42.7,0.0,5,3,34.6,4.9,0,-42.7,0.2378900490901008,Medium
T0894,Design task 894,Design,Medium,14,2,9.7,85.7,2,0,100.0,3.2,1,76.0,0.27864856463867765,Medium
T0895,Documentation task 895,Documentation,Medium,11,1,39.9,90.9,4,1,46.2,6.5,0,51.00000000000001,0.4406015362760043,High
T0896,Development task 896,Development,Medium,9,15,27.7,0.0,3,2,100.0,4.9,0,-27.7,0.18160063759940598,Low
T0897,Research task 897,Research,Medium,8,19,18.8,0.0,1,1,90.4,5.4,1,-18.8,0.2515444793765123,Medium
T0898,Documentation task 898,Documentation,Medium,1,17,98.1,0.0,1,1,81.5,5.9,0,-98.1,0.2617853756662582,Medium
T0899,Research task 899,Research,Medium,1,15,61.8,0.0,3,3,52.9,2.1,0,-61.8,0.24227890411676833,Medium
T0900,Presentation task 900,Presentation,Low,9,3,64.5,66.7,0,0,73.0,2.8,2,2.200000000000003,0.17133472707131256,Low
T0901,Development task 901,Development,Medium,1,19,47.3,0.0,2,0,60.6,0.0,0,-47.3,0.024068056607673194,Low
